ticker,sector,market_type,is_tradable
SIG,Consumer Discretionary,NYSE,1
SIGA,Health Care,NON_TRADABLE,0
SIGI,Financials,NASDAQ,1
SIGM,Unknown,NON_TRADABLE,0
SILK,Unknown,NON_TRADABLE,0
SILO,Health Care,NASDAQ,1
SIMG,Unknown,NON_TRADABLE,0
SIMP,Unknown,NON_TRADABLE,0
SING,Unknown,OTC,1
SINT,Health Care,NASDAQ,1
SION,Health Care,NASDAQ,1
SIOX,Unknown,NON_TRADABLE,0
SIR,Unknown,NON_TRADABLE,0
SIRE,Unknown,NON_TRADABLE,0
SIRI,Communication Services,NASDAQ,1
SITC,Real Estate,NON_TRADABLE,0
SITE,Industrials,NON_TRADABLE,0
SITM,Information Technology,NASDAQ,1
SITO,Unknown,NON_TRADABLE,0
SIVB,Unknown,NON_TRADABLE,0
SIVBQ,Unknown,NON_TRADABLE,0
SIX,Unknown,NON_TRADABLE,0
SIXD,Unknown,NON_TRADABLE,0
SJI,Unknown,NON_TRADABLE,0
SJM,Consumer Staples,NYSE,1
SJW,Unknown,NON_TRADABLE,0
SKAS,Unknown,OTC,1
SKBI,Unknown,NON_TRADABLE,0
SKIL,Information Technology,NYSE,1
SKIN,Health Care,NASDAQ,1
SKIS,Unknown,NON_TRADABLE,0
SKKY,Unknown,OTC,1
SKLN,Unknown,NON_TRADABLE,0
SKLZ,Information Technology,NYSE,1
SKPI,Unknown,NON_TRADABLE,0
SKRY,Unknown,NON_TRADABLE,0
SKT,Real Estate,NYSE,1
SKUL,Unknown,NON_TRADABLE,0
SKWD,Financials,NASDAQ,1
SKX,Unknown,NON_TRADABLE,0
SKY,Materials,NON_TRADABLE,0
SKYE,Health Care,NASDAQ,1
SKYH,Real Estate,NYSE,1
SKYL,Unknown,NON_TRADABLE,0
SKYQ,Utilities,NASDAQ,1
SKYW,Industrials,NASDAQ,1
SKYX,Information Technology,NASDAQ,1
SLAB,Information Technology,NASDAQ,1
SLB,Energy,NON_TRADABLE,0
SLCA,Unknown,NON_TRADABLE,0
SLCT,Unknown,NON_TRADABLE,0
SLD,Unknown,NON_TRADABLE,0
SLDB,Health Care,NASDAQ,1
SLDP,Information Technology,NASDAQ,1
SLE,Information Technology,NASDAQ,1
SLG,Real Estate,NYSE,1
SLGC,Unknown,NON_TRADABLE,0
SLGD,Unknown,NON_TRADABLE,0
SLGG,Unknown,NON_TRADABLE,0
SLGI,Unknown,NON_TRADABLE,0
SLGL,Unknown,NASDAQ,1
SLGN,Industrials,NYSE,1
SLM,Financials,NASDAQ,1
SLND,Industrials,AMEX,1
SLNG,Utilities,NASDAQ,1
SLNH,Financials,NASDAQ,1
SLNO,Health Care,NASDAQ,1
SLP,Information Technology,NON_TRADABLE,0
SLQT,Financials,NYSE,1
SLRK,Unknown,NON_TRADABLE,0
SLRN,Unknown,NON_TRADABLE,0
SLRX,Unknown,NON_TRADABLE,0
SLS,Health Care,NASDAQ,1
SLSN,Materials,NASDAQ,1
SLTC,Unknown,NON_TRADABLE,0
SLTD,Unknown,NON_TRADABLE,0
SLTM,Unknown,NON_TRADABLE,0
SLVM,Materials,NYSE,1
SM,Energy,NYSE,1
SMA,Real Estate,NYSE,1
SMAR,Unknown,NON_TRADABLE,0
SMBC,Financials,NASDAQ,1
SMBK,Financials,NYSE,1
SMC,Utilities,NYSE,1
SMCG,Unknown,NON_TRADABLE,0
SMCI,Industrials,NASDAQ,1
SMDM,Unknown,NON_TRADABLE,0
SMED,Unknown,NON_TRADABLE,0
SMFL,Unknown,OTC,1
SMFR,Unknown,NON_TRADABLE,0
SMG,Materials,NYSE,1
SMGI,Unknown,OTC,1
SMHI,Industrials,NYSE,1
SMID,Materials,NASDAQ,1
SMIT,Unknown,NON_TRADABLE,0
SMLP,Unknown,NON_TRADABLE,0
SMLR,Unknown,NON_TRADABLE,0
SMMF,Unknown,NON_TRADABLE,0
SMMT,Health Care,NASDAQ,1
SMP,Consumer Discretionary,NYSE,1
SMPL,Consumer Staples,NASDAQ,1
SMPR,Unknown,NON_TRADABLE,0
SMR,Industrials,NYSE,1
SMRT,Information Technology,NYSE,1
SMSI,Information Technology,NASDAQ,1
SMTA,Unknown,NON_TRADABLE,0
SMTC,Information Technology,NASDAQ,1
SMTI,Health Care,NON_TRADABLE,0
SMTK,Information Technology,NON_TRADABLE,0
SMTP,Unknown,NON_TRADABLE,0
SMTX,Unknown,NON_TRADABLE,0
SN,Unknown,NON_TRADABLE,0
SNA,Industrials,NON_TRADABLE,0
SNAK,Unknown,NON_TRADABLE,0
SNAX,Unknown,OTC,1
SNBC,Unknown,NON_TRADABLE,0
SNBP,Unknown,NON_TRADABLE,0
SNBR,Materials,NASDAQ,1
SNC,Unknown,NON_TRADABLE,0
SNCE,Unknown,NON_TRADABLE,0
SNCR,Unknown,NON_TRADABLE,0
SNCY,Industrials,NASDAQ,1
SND,Materials,NASDAQ,1
SNDA,Health Care,NYSE,1
SNDK,Industrials,NON_TRADABLE,0
SNDR,Industrials,NON_TRADABLE,0
SNDX,Health Care,NASDAQ,1
SNES,Materials,NASDAQ,1
SNEX,Financials,NASDAQ,1
SNFCA,Financials,NON_TRADABLE,0
SNGX,Health Care,NASDAQ,1
SNHY,Unknown,NON_TRADABLE,0
SNI,Unknown,NON_TRADABLE,0
SNMP,Unknown,NON_TRADABLE,0
SNMX,Unknown,NON_TRADABLE,0
SNNA,Unknown,NON_TRADABLE,0
SNNF,Unknown,NON_TRADABLE,0
SNNY,Unknown,NON_TRADABLE,0
SNOA,Health Care,NON_TRADABLE,0
SNOW,Information Technology,NYSE,1
SNPO,Unknown,NON_TRADABLE,0
SNPS,Information Technology,NASDAQ,1
SNPX,Financials,NON_TRADABLE,0
SNPY,Unknown,NON_TRADABLE,0
SNR,Unknown,NON_TRADABLE,0
SNRG,Unknown,OTC,1
SNSE,Health Care,NASDAQ,1
SNSS,Unknown,NON_TRADABLE,0
SNTA,Unknown,NON_TRADABLE,0
SNTI,Health Care,NON_TRADABLE,0
SNV,Unknown,NON_TRADABLE,0
SNVPR,Unknown,NON_TRADABLE,0
SNWV,Health Care,NASDAQ,1
SNWW,Unknown,NON_TRADABLE,0
SNX,Industrials,NYSE,1
SNYL,Unknown,NON_TRADABLE,0
SNYR,Health Care,NASDAQ,1
SO,Utilities,NON_TRADABLE,0
SOAN,Unknown,NON_TRADABLE,0
SOAR,Industrials,AMEX,1
SOBR,Materials,NASDAQ,1
SOC,Energy,NYSE,1
SOCB,Unknown,NON_TRADABLE,0
SODI,Unknown,OTC,1
SOFI,Financials,NASDAQ,1
SOFO,Unknown,OTC,1
SOFT,Unknown,NON_TRADABLE,0
SOHO,Unknown,NON_TRADABLE,0
SOHU,Unknown,NON_TRADABLE,0
SOI,Unknown,NON_TRADABLE,0
SOL,Unknown,NON_TRADABLE,0
SOLY,Unknown,NON_TRADABLE,0
SON,Materials,NYSE,1
SONA,Unknown,NON_TRADABLE,0
SONC,Unknown,NON_TRADABLE,0
SOND,Unknown,NON_TRADABLE,0
SONM,Information Technology,NASDAQ,1
SONN,Unknown,NON_TRADABLE,0
SONO,Information Technology,NASDAQ,1
SONS,Unknown,NON_TRADABLE,0
SONX,Unknown,OTC,1
SOOP,Unknown,NON_TRADABLE,0
SOPA,Consumer Discretionary,NASDAQ,1
SOTK,Industrials,NASDAQ,1
SOUL,Real Estate,NON_TRADABLE,0
SOUN,Information Technology,NASDAQ,1
SOWG,Consumer Staples,NASDAQ,1
SP,Unknown,NON_TRADABLE,0
SPA,Unknown,NON_TRADABLE,0
SPAN,Unknown,NON_TRADABLE,0
SPAR,Unknown,NON_TRADABLE,0
SPB,Information Technology,NYSE,1
SPBC,Unknown,NON_TRADABLE,0
SPCE,Industrials,NON_TRADABLE,0
SPCH,Unknown,NON_TRADABLE,0
SPDC,Unknown,NON_TRADABLE,0
SPDL,Unknown,NON_TRADABLE,0
SPEC,Unknown,OTC,1
SPEX,Unknown,NON_TRADABLE,0
SPFI,Financials,NASDAQ,1
SPFX,Unknown,OTC,1
SPG,Real Estate,NYSE,1
SPGC,Unknown,NON_TRADABLE,0
SPGI,Consumer Discretionary,NYSE,1
SPH,Consumer Discretionary,NON_TRADABLE,0
SPHR,Consumer Discretionary,NYSE,1
SPHS,Unknown,NON_TRADABLE,0
SPIN,Unknown,NON_TRADABLE,0
SPIR,Communication Services,NYSE,1
SPKAU,Unknown,NON_TRADABLE,0
SPKE,Unknown,NON_TRADABLE,0
SPLP,Unknown,OTC,1
SPLS,Unknown,NON_TRADABLE,0
SPMI,Unknown,NON_TRADABLE,0
SPN,Unknown,NON_TRADABLE,0
SPNC,Unknown,NON_TRADABLE,0
SPNE,Unknown,NON_TRADABLE,0
SPNT,Financials,NYSE,1
SPOK,Communication Services,NASDAQ,1
SPP,Unknown,NON_TRADABLE,0
SPPI,Unknown,NON_TRADABLE,0
SPPR,Unknown,NON_TRADABLE,0
SPR,Unknown,NON_TRADABLE,0
SPRB,Health Care,NASDAQ,1
SPRO,Health Care,NASDAQ,1
SPRS,Unknown,NON_TRADABLE,0
SPRT,Unknown,NON_TRADABLE,0
SPRU,Utilities,NYSE,1
SPRY,Health Care,NASDAQ,1
SPT,Information Technology,NASDAQ,1
SPTN,Unknown,NON_TRADABLE,0
SPW,Unknown,NON_TRADABLE,0
SPWH,Consumer Discretionary,NASDAQ,1
SPWR,Industrials,NASDAQ,1
SPZR,Unknown,NON_TRADABLE,0
SPZRD,Unknown,NON_TRADABLE,0
SQ,Unknown,NON_TRADABLE,0
SQBG,Unknown,NON_TRADABLE,0
SQBK,Unknown,NON_TRADABLE,0
SQFL,Unknown,NON_TRADABLE,0
SQFT,Real Estate,NASDAQ,1
SQI,Unknown,NON_TRADABLE,0
SQL,Unknown,NON_TRADABLE,0
SQNM,Unknown,NON_TRADABLE,0
SQNS,Unknown,NYSE,1
SQZ,Unknown,NON_TRADABLE,0
SR,Utilities,NYSE,1
SRACU,Unknown,NON_TRADABLE,0
SRAX,Unknown,OTC,1
SRBK,Financials,NASDAQ,1
SRC,Unknown,NON_TRADABLE,0
SRCE,Financials,NASDAQ,1
SRCH,Unknown,NON_TRADABLE,0
SRCI,Unknown,NON_TRADABLE,0
SRCL,Unknown,NON_TRADABLE,0
SRCO,Unknown,OTC,1
SRDX,Unknown,NON_TRADABLE,0
SRE,Utilities,NYSE,1
SREV,Unknown,NON_TRADABLE,0
SRFM,Industrials,NYSE,1
SRG,Real Estate,NYSE,1
SRG.P,Unknown,NON_TRADABLE,0
SRGA,Unknown,NON_TRADABLE,0
SRGZ,Unknown,NON_TRADABLE,0
SRI,Consumer Discretionary,NYSE,1
SRLP,Unknown,NON_TRADABLE,0
SRMC,Unknown,NON_TRADABLE,0
SRNA,Unknown,NON_TRADABLE,0
SRNE,Unknown,OTC,1
SRPT,Health Care,NASDAQ,1
SRRA,Unknown,NON_TRADABLE,0
SRRK,Health Care,NASDAQ,1
SRRY,Unknown,NON_TRADABLE,0
SRSA,Unknown,NON_TRADABLE,0
SRT,Unknown,NON_TRADABLE,0
SRTA,Health Care,NASDAQ,1
SRTS,Health Care,NASDAQ,1
SRYB,Unknown,NON_TRADABLE,0
SRZN,Health Care,NASDAQ,1
SSB,Financials,NYSE,1
SSBK,Unknown,NON_TRADABLE,0
SSBP,Unknown,NON_TRADABLE,0
SSD,Industrials,NYSE,1
SSE,Unknown,NON_TRADABLE,0
SSFN,Unknown,NON_TRADABLE,0
SSGC,Unknown,OTC,1
SSH,Unknown,NON_TRADABLE,0
SSI,Unknown,NON_TRADABLE,0
SSII,Health Care,NASDAQ,1
SSKN,Unknown,NON_TRADABLE,0
SSN,Unknown,NON_TRADABLE,0
SSNC,Information Technology,NASDAQ,1
SSNF,Unknown,NON_TRADABLE,0
SSNI,Unknown,NON_TRADABLE,0
SSNT,Unknown,NON_TRADABLE,0
SSP,Communication Services,NASDAQ,1
SSPC,Unknown,NON_TRADABLE,0
SSPK,Unknown,NON_TRADABLE,0
SSRG,Unknown,NON_TRADABLE,0
SSRM,Real Estate,NASDAQ,1
SSS,Unknown,NON_TRADABLE,0
SST,Information Technology,NYSE,1
SSTI,Information Technology,NASDAQ,1
SSTK,Information Technology,NYSE,1
SSW,Unknown,NON_TRADABLE,0
SSY,Unknown,NON_TRADABLE,0
ST,Health Care,NYSE,1
STAA,Health Care,NASDAQ,1
STAF,Unknown,NON_TRADABLE,0
STAG,Real Estate,NON_TRADABLE,0
STAK,Unknown,NON_TRADABLE,0
STAN,Unknown,NON_TRADABLE,0
STAR,Unknown,NON_TRADABLE,0
STAY,Unknown,NON_TRADABLE,0
STBA,Financials,NASDAQ,1
STBZ,Unknown,NON_TRADABLE,0
STC,Financials,NYSE,1
STCB,Unknown,OTC,1
STCK,Unknown,NON_TRADABLE,0
STCN,Unknown,NON_TRADABLE,0
STDY,Unknown,NON_TRADABLE,0
STEK,Unknown,OTC,1
STEL,Financials,NYSE,1
STEM,Information Technology,NYSE,1
STEP,Financials,NASDAQ,1
STER,Unknown,NON_TRADABLE,0
STEX,Health Care,NASDAQ,1
STFC,Unknown,NON_TRADABLE,0
STGG,Unknown,NON_TRADABLE,0
STGW,Consumer Discretionary,NASDAQ,1
STI,Information Technology,NON_TRADABLE,0
STIM,Health Care,NASDAQ,1
STKL,Consumer Staples,NASDAQ,1
STKS,Consumer Discretionary,NASDAQ,1
STL,Unknown,NON_TRADABLE,0
STLD,Materials,NON_TRADABLE,0
STLY,Unknown,OTC,1
STME,Unknown,OTC,1
STML,Unknown,NON_TRADABLE,0
STMP,Unknown,NON_TRADABLE,0
STND,Unknown,NON_TRADABLE,0
STOK,Health Care,NON_TRADABLE,0
STON,Unknown,NON_TRADABLE,0
STOR,Unknown,NON_TRADABLE,0
STPC,Unknown,NON_TRADABLE,0
STPK,Unknown,NON_TRADABLE,0
STQN,Unknown,OTC,1
STR,Unknown,NON_TRADABLE,0
STRA,Industrials,NASDAQ,1
STRC,Financials,NASDAQ,1
STRI,Unknown,NON_TRADABLE,0
STRL,Industrials,NASDAQ,1
STRM,Unknown,NON_TRADABLE,0
STRN,Consumer Discretionary,NON_TRADABLE,0
STRO,Health Care,NASDAQ,1
STRP,Unknown,NON_TRADABLE,0
STRR,Consumer Discretionary,NASDAQ,1
STRS,Real Estate,NASDAQ,1
STRT,Consumer Discretionary,NASDAQ,1
STRW,Real Estate,AMEX,1
STRZ,Consumer Discretionary,NASDAQ,1
STRZA,Unknown,NON_TRADABLE,0
STS,Unknown,NON_TRADABLE,0
STSA,Unknown,NON_TRADABLE,0
STSS,Health Care,NASDAQ,1
STT,Financials,NON_TRADABLE,0
STTH,Unknown,NON_TRADABLE,0
STTK,Health Care,NASDAQ,1
STVI,Unknown,NON_TRADABLE,0
STWD,Real Estate,NYSE,1
STX,Industrials,NON_TRADABLE,0
STXB,Unknown,NON_TRADABLE,0
STXS,Health Care,AMEX,1
STZ,Consumer Staples,NYSE,1
SUAC,Unknown,NON_TRADABLE,0
SUBK,Unknown,NON_TRADABLE,0
SUGR,Unknown,NON_TRADABLE,0
SUI,Real Estate,NYSE,1
SUM,Unknown,NON_TRADABLE,0
SUME,Unknown,NON_TRADABLE,0
SUMR,Unknown,NON_TRADABLE,0
SUN,Energy,NYSE,1
SUNC,Energy,NYSE,1
SUND,Unknown,NON_TRADABLE,0
SUNE,Industrials,NASDAQ,1
SUNL,Unknown,NON_TRADABLE,0
SUNS,Real Estate,NASDAQ,1
SUNW,Unknown,NON_TRADABLE,0
SUP,Unknown,NON_TRADABLE,0
SUPN,Health Care,NON_TRADABLE,0
SURE,Unknown,NON_TRADABLE,0
SURF,Unknown,NON_TRADABLE,0
SURG,Communication Services,NASDAQ,1
SURP,Unknown,NON_TRADABLE,0
SUSQ,Unknown,NON_TRADABLE,0
SV,Unknown,NON_TRADABLE,0
SVAQU,Real Estate,NASDAQ,1
SVBI,Unknown,NON_TRADABLE,0
SVBL,Unknown,OTC,1
SVBR,Unknown,NON_TRADABLE,0
SVC,Real Estate,NASDAQ,1
SVCO,Information Technology,NASDAQ,1
SVFA,Unknown,NON_TRADABLE,0
SVFB,Unknown,NON_TRADABLE,0
SVFC,Unknown,NON_TRADABLE,0
SVLT,Unknown,NON_TRADABLE,0
SVMK,Unknown,NON_TRADABLE,0
SVON,Unknown,NON_TRADABLE,0
SVRA,Health Care,NASDAQ,1
SVT,Unknown,NON_TRADABLE,0
SVU,Unknown,NON_TRADABLE,0
SVV,Consumer Discretionary,NYSE,1
SVVC,Unknown,OTC,1
SW,Materials,NYSE,1
SWAG,Consumer Discretionary,NASDAQ,1
SWAV,Unknown,NON_TRADABLE,0
SWAY,Unknown,NON_TRADABLE,0
SWBI,Industrials,NASDAQ,1
SWBK.,Unknown,NON_TRADABLE,0
SWC,Unknown,NON_TRADABLE,0
SWCH,Unknown,NON_TRADABLE,0
SWFT,Unknown,NON_TRADABLE,0
SWHC,Unknown,NON_TRADABLE,0
SWI,Unknown,NON_TRADABLE,0
SWIM,Materials,NASDAQ,1
SWK,Industrials,NYSE,1
SWKH,Financials,NASDAQ,1
SWKS,Information Technology,NASDAQ,1
SWM,Unknown,NON_TRADABLE,0
SWN,Unknown,NON_TRADABLE,0
SWPR,Unknown,NON_TRADABLE,0
SWS,Unknown,NON_TRADABLE,0
SWSH,Unknown,NON_TRADABLE,0
SWTF,Unknown,NON_TRADABLE,0
SWTX,Unknown,NON_TRADABLE,0
SWX,Utilities,NYSE,1
SWY,Unknown,NON_TRADABLE,0
SXC,Materials,NYSE,1
SXCI,Unknown,NON_TRADABLE,0
SXCP,Unknown,NON_TRADABLE,0
SXE,Unknown,NON_TRADABLE,0
SXI,Industrials,NYSE,1
SXL,Unknown,NON_TRADABLE,0
SXT,Materials,NYSE,1
SXTP,Health Care,NASDAQ,1
SYA,Unknown,NON_TRADABLE,0
SYBT,Financials,NASDAQ,1
SYBX,Unknown,NON_TRADABLE,0
SYF,Financials,NON_TRADABLE,0
SYK,Health Care,NON_TRADABLE,0
SYKE,Unknown,NON_TRADABLE,0
SYM,Industrials,NASDAQ,1
SYMC,Unknown,NON_TRADABLE,0
SYMX,Unknown,NON_TRADABLE,0
SYN,Unknown,NON_TRADABLE,0
SYNA,Information Technology,NASDAQ,1
SYNC,Unknown,NON_TRADABLE,0
SYNH,Unknown,NON_TRADABLE,0
SYNL,Unknown,NON_TRADABLE,0
SYNR,Unknown,NON_TRADABLE,0
SYNT,Unknown,NON_TRADABLE,0
SYPR,Health Care,NASDAQ,1
SYRB,Unknown,NON_TRADABLE,0
SYRG,Unknown,NON_TRADABLE,0
SYRS,Unknown,OTC,1
SYRX,Unknown,NON_TRADABLE,0
SYTE,Unknown,NON_TRADABLE,0
SYX,Unknown,NON_TRADABLE,0
SYY,Industrials,NYSE,1
SZL.A,Unknown,NON_TRADABLE,0
SZYM,Unknown,NON_TRADABLE,0
SZZL,Real Estate,NON_TRADABLE,0
SZZLU,Real Estate,NASDAQ,1
T,Communication Services,NYSE,1
TA,Unknown,NON_TRADABLE,0
TACO,Real Estate,NON_TRADABLE,0
TACT,Industrials,NASDAQ,1
TAGS,Financials,NON_TRADABLE,0
TAIT,Unknown,NON_TRADABLE,0
TAKAX,Unknown,NON_TRADABLE,0
TAKNX,Unknown,NON_TRADABLE,0
TAL,Unknown,NON_TRADABLE,0
TALK,Health Care,NASDAQ,1
TALN,Unknown,NON_TRADABLE,0
TALO,Energy,NYSE,1
TALS,Unknown,NON_TRADABLE,0
TAM,Unknown,NON_TRADABLE,0
TAP,Consumer Staples,NYSE,1
TAPM,Unknown,NON_TRADABLE,0
TARA,Health Care,NASDAQ,1
TARS,Health Care,NASDAQ,1
TASK,Information Technology,NASDAQ,1
TASR,Unknown,NON_TRADABLE,0
TAST,Unknown,NON_TRADABLE,0
TAT,Unknown,NON_TRADABLE,0
TAUG,Unknown,NON_TRADABLE,0
TAX,Real Estate,NON_TRADABLE,0
TAXA,Unknown,NON_TRADABLE,0
TAXI,Unknown,NON_TRADABLE,0
TAYD,Industrials,NASDAQ,1
TBA,Unknown,NON_TRADABLE,0
TBBA,Unknown,NON_TRADABLE,0
TBBK,Financials,NASDAQ,1
TBCH,Information Technology,NASDAQ,1
TBI,Consumer Discretionary,NYSE,1
TBIO,Unknown,OTC,1
TBK,Unknown,NON_TRADABLE,0
TBLA,Information Technology,NASDAQ,1
TBLT,Unknown,OTC,1
TBMCU,Unknown,NON_TRADABLE,0
TBN,Energy,NYSE,1
TBPH,Health Care,NASDAQ,1
TBRA,Unknown,NON_TRADABLE,0
TBRG,Information Technology,NASDAQ,1
TBTC,Unknown,OTC,1
TC,Unknown,NON_TRADABLE,0
TCB,Unknown,NON_TRADABLE,0
TCBC,Unknown,OTC,1
TCBI,Financials,NASDAQ,1
TCBK,Financials,NASDAQ,1
TCBS,Financials,NASDAQ,1
TCBX,Financials,NYSE,1
TCCO,Unknown,NON_TRADABLE,0
TCDA,Unknown,NON_TRADABLE,0
TCEC,Unknown,NON_TRADABLE,0
TCF,Unknown,NON_TRADABLE,0
TCFC,Unknown,NON_TRADABLE,0
TCI,Real Estate,NYSE,1
TCMD,Health Care,NASDAQ,1
TCMI,Unknown,NON_TRADABLE,0
TCO,Unknown,NON_TRADABLE,0
TCON,Unknown,NON_TRADABLE,0
TCPI,Unknown,NON_TRADABLE,0
TCRR,Unknown,NON_TRADABLE,0
TCRT,Health Care,NASDAQ,1
TCRX,Health Care,NASDAQ,1
TCS,Unknown,NON_TRADABLE,0
TCX,Information Technology,NASDAQ,1
TDBK,Unknown,NON_TRADABLE,0
TDC,Information Technology,NON_TRADABLE,0
TDG,Industrials,NYSE,1
TDNT,Unknown,NON_TRADABLE,0
TDOC,Health Care,NYSE,1
TDS,Communication Services,NON_TRADABLE,0
TDUP,Consumer Discretionary,NASDAQ,1
TDW,Industrials,NYSE,1
TDWDU,Real Estate,NASDAQ,1
TDY,Health Care,NYSE,1
TE,Information Technology,NON_TRADABLE,0
TEAD,Information Technology,NASDAQ,1
TEAM,Information Technology,NASDAQ,1
TEAR,Unknown,NON_TRADABLE,0
TECH,Health Care,NASDAQ,1
TECR,Unknown,NON_TRADABLE,0
TECTP,Unknown,NON_TRADABLE,0
TECU,Unknown,NON_TRADABLE,0
TECX,Health Care,NASDAQ,1
TEGP,Unknown,NON_TRADABLE,0
TEKK,Unknown,NON_TRADABLE,0
TEL,Industrials,NYSE,1
TELA,Health Care,NASDAQ,1
TELL,Unknown,NON_TRADABLE,0
TELO,Health Care,NASDAQ,1
TELOZ,Unknown,NON_TRADABLE,0
TEN,Unknown,NYSE,1
TENB,Information Technology,NASDAQ,1
TENG,Unknown,NON_TRADABLE,0
TENX,Health Care,NASDAQ,1
TEP,Unknown,NON_TRADABLE,0
TER,Health Care,NASDAQ,1
TERN,Health Care,NASDAQ,1
TERP,Unknown,NON_TRADABLE,0
TESS,Unknown,NON_TRADABLE,0
TETE,Unknown,NON_TRADABLE,0
TEUM,Unknown,NON_TRADABLE,0
TEVA,Health Care,NYSE,1
TEX,Industrials,NYSE,1
TFC,Financials,NYSE,1
TFCO,Unknown,NON_TRADABLE,0
TFFP,Unknown,NON_TRADABLE,0
TFIN,Financials,NYSE,1
TFLM,Unknown,NON_TRADABLE,0
TFM,Unknown,NON_TRADABLE,0
TFSC,Unknown,NON_TRADABLE,0
TFSL,Financials,NASDAQ,1
TFVR,Unknown,NON_TRADABLE,0
TFX,Health Care,NYSE,1
TG,Materials,NYSE,1
TGAN,Unknown,NON_TRADABLE,0
TGC,Unknown,NON_TRADABLE,0
TGCB,Unknown,OTC,1
TGE,Unknown,NON_TRADABLE,0
TGEN,Industrials,AMEX,1
TGI,Unknown,NON_TRADABLE,0
TGL,Consumer Discretionary,NASDAQ,1
TGLS,Materials,NYSE,1
TGRI,Unknown,NON_TRADABLE,0
TGT,Consumer Discretionary,NON_TRADABLE,0
TGTX,Health Care,NASDAQ,1
TH,Consumer Discretionary,NASDAQ,1
THAR,Unknown,NON_TRADABLE,0
THC,Health Care,NYSE,1
THFF,Financials,NASDAQ,1
THG,Financials,NYSE,1
THLD,Unknown,NON_TRADABLE,0
THM,Materials,AMEX,1
THMG,Unknown,OTC,1
THNG,Unknown,NON_TRADABLE,0
THO,Consumer Discretionary,NYSE,1
THOR,Unknown,NON_TRADABLE,0
THR,Information Technology,NYSE,1
THRD,Unknown,NON_TRADABLE,0
THRM,Consumer Discretionary,NASDAQ,1
THRN,Unknown,NON_TRADABLE,0
THRX,Unknown,NON_TRADABLE,0
THRY,Consumer Discretionary,NASDAQ,1
THS,Unknown,NON_TRADABLE,0
THST,Unknown,NON_TRADABLE,0
TIBRU,Unknown,NON_TRADABLE,0
TIE,Unknown,NON_TRADABLE,0
TIER,Unknown,NON_TRADABLE,0
TIF,Unknown,NON_TRADABLE,0
TIG,Unknown,NON_TRADABLE,0
TIGR,Unknown,NON_TRADABLE,0
TIK,Unknown,NON_TRADABLE,0
TIL,Health Care,NASDAQ,1
TILE,Consumer Discretionary,NON_TRADABLE,0
TIME,Unknown,NON_TRADABLE,0
TINY,Unknown,NON_TRADABLE,0
TIPT,Financials,NASDAQ,1
TIS,Unknown,NON_TRADABLE,0
TISI,Consumer Discretionary,NYSE,1
TITN,Consumer Discretionary,NASDAQ,1
TIVO,Unknown,NON_TRADABLE,0
TJX,Consumer Discretionary,NON_TRADABLE,0
TKAI,Unknown,NON_TRADABLE,0
TKAT,Unknown,NON_TRADABLE,0
TKNO,Health Care,NASDAQ,1
TKO,Consumer Discretionary,NYSE,1
TKOI,Unknown,NON_TRADABLE,0
TKOI.,Unknown,NON_TRADABLE,0
TKR,Industrials,NON_TRADABLE,0
TLCC,Unknown,NON_TRADABLE,0
TLF,Materials,NON_TRADABLE,0
TLFA,Unknown,NON_TRADABLE,0
TLGT,Unknown,NON_TRADABLE,0
TLIS,Unknown,OTC,1
TLLP,Unknown,NON_TRADABLE,0
TLLTF,Unknown,OTC,1
TLMR,Unknown,NON_TRADABLE,0
TLN,Utilities,NASDAQ,1
TLNCU,Real Estate,NASDAQ,1
TLND,Unknown,NON_TRADABLE,0
TLOG,Unknown,NON_TRADABLE,0
TLP,Unknown,NON_TRADABLE,0
TLPH,Health Care,NASDAQ,1
TLR,Unknown,NON_TRADABLE,0
TLRA,Unknown,NON_TRADABLE,0
TLRD,Unknown,NON_TRADABLE,0
TLRS,Unknown,NON_TRADABLE,0
TLRY,Health Care,NASDAQ,1
TLS,Information Technology,NASDAQ,1
TLSI,Health Care,NASDAQ,1
TLSRP,Unknown,NON_TRADABLE,0
TLYS,Consumer Discretionary,NYSE,1
TMAC,Unknown,NON_TRADABLE,0
TMBR,Unknown,NON_TRADABLE,0
TMC,Materials,NASDAQ,1
TMCI,Health Care,NASDAQ,1
TMDX,Health Care,NASDAQ,1
TMGI,Unknown,OTC,1
TMH,Unknown,NON_TRADABLE,0
TMHC,Industrials,NYSE,1
TMK,Unknown,NON_TRADABLE,0
TMNG,Unknown,NON_TRADABLE,0
TMO,Health Care,NON_TRADABLE,0
TMP,Financials,AMEX,1
TMPO,Unknown,NON_TRADABLE,0
TMQ,Materials,AMEX,1
TMRC,Unknown,OTC,1
TMSR,Unknown,NON_TRADABLE,0
TMST,Unknown,NON_TRADABLE,0
TMTS,Unknown,NON_TRADABLE,0
TMTSU,Unknown,NON_TRADABLE,0
TMUS,Communication Services,NASDAQ,1
TMX,Unknown,NON_TRADABLE,0
TNAV,Unknown,NON_TRADABLE,0
TNC,Industrials,NYSE,1
TNDM,Health Care,NASDAQ,1
TNET,Consumer Discretionary,NYSE,1
TNGO,Unknown,NON_TRADABLE,0
TNGX,Health Care,NASDAQ,1
TNL,Consumer Discretionary,NYSE,1
TNLX,Unknown,NON_TRADABLE,0
TNON,Health Care,NASDAQ,1
