"ticker","entry_time","exit_time","invested_eur","ret_pct","proceeds_eur","pnl_eur","market_category","market","primary_exchange","active","market_meta_found"
"RXO","2025-11-11 09:45:00","2025-11-12 16:00:00","15450.03736043","7.9476","16677.94452969","1227.90716926","NYSE","stocks","XNYS","True","True"
"RDW","2025-11-11 09:45:00","2025-11-12 16:00:00","15444.59425586","-3.8647","14847.70702165","-596.88723421","NYSE","stocks","XNYS","True","True"
"ZOMDF","2025-11-12 09:45:00","2025-11-13 16:00:00","15765.02568275","3.1182","16256.61071359","491.58503084","OTC","otc","OTC Link","True","True"
"ARQ","2025-11-13 09:45:00","2025-11-14 16:00:00","15922.78066651","-6.6138","14869.67979879","-1053.10086772","NASDAQ","stocks","XNAS","True","True"
"BW","2025-11-13 09:45:00","2025-11-14 16:00:00","15922.78066651","0.5275","16006.77333453","83.99266802","NYSE","stocks","XNYS","True","True"
"SRTS","2025-11-13 09:45:00","2025-11-14 16:00:00","15922.78066651","-7.4015","14744.25605548","-1178.52461103","NASDAQ","stocks","XNAS","True","True"
"CERT","2025-11-13 09:45:00","2025-11-14 16:00:00","157.75498376","-0.7151","156.62687787","-1.12810589","NASDAQ","stocks","XNAS","True","True"
"RDW","2025-11-14 09:45:00","2025-11-17 16:00:00","16045.67692422","-0.9058","15900.33518264","-145.34174158","NYSE","stocks","XNYS","True","True"
"ZOMDF","2025-11-14 09:45:00","2025-11-17 16:00:00","210.93378937","-0.5348","209.80571546","-1.12807391","OTC","otc","OTC Link","True","True"
"ELUT","2025-11-17 09:45:00","2025-11-18 16:00:00","14760.36267654","-7.16","13703.5207089","-1056.84196764","NASDAQ","stocks","XNAS","True","True"
"BHVN","2025-11-17 09:45:00","2025-11-18 16:00:00","15508.48669507","12.1662","17395.28020336","1886.7935083","NYSE","stocks","XNYS","True","True"
"LBRA","2025-11-17 09:45:00","2025-11-18 16:00:00","15508.48669507","4.9383","16274.34229353","765.85559846","non tradable","","","","False"
"URG","2025-11-18 09:45:00","2025-11-19 16:00:00","15471.86924119","7.173","16581.66642186","1109.79718067","AMEX","stocks","XASE","True","True"
"MRVI","2025-11-18 09:45:00","2025-11-19 16:00:00","638.27165691","0.8646","643.79015366","5.51849675","NASDAQ","stocks","XNAS","True","True"
"TNON","2025-11-19 09:45:00","2025-11-20 16:00:00","15870.82102597","-8.8106","14472.50646866","-1398.31455731","NASDAQ","stocks","XNAS","True","True"
"SVCO","2025-11-19 09:45:00","2025-11-20 16:00:00","15870.82102597","5.2632","16706.13407821","835.31305224","NASDAQ","stocks","XNAS","True","True"
"CTEV","2025-11-19 09:45:00","2025-11-20 16:00:00","15631.50115384","-1.6953","15366.50031478","-265.00083906","NYSE","stocks","XNYS","True","True"
"ARAY","2025-11-20 09:45:00","2025-11-21 16:00:00","16149.64994533","11.7021","18039.49813158","1889.84818625","NASDAQ","stocks","XNAS","True","True"
"NWTG","2025-11-20 09:45:00","2025-11-21 16:00:00","1075.80663019","7.7273","1158.93743593","83.13080573","NASDAQ","stocks","XNAS","True","True"
"LBRA","2025-11-21 09:45:00","2025-11-24 16:00:00","15942.64935929","20.7317","19247.83159651","3305.18223722","non tradable","","","","False"
"SLRX","2025-11-21 09:45:00","2025-11-24 16:00:00","15942.64935929","23.5556","19698.03607177","3755.38671248","non tradable","","","","False"
"RDGL","2025-11-21 09:45:00","2025-11-24 16:00:00","14659.84214307","11.0078","16273.56824649","1613.72610342","OTC","otc","OTC Link","True","True"
"STCB","2025-11-24 09:45:00","2025-11-25 16:00:00","16435.89410729","0","16435.89410729","0","OTC","otc","OTC Link","True","True"
"URG","2025-11-24 09:45:00","2025-11-25 16:00:00","2762.54146022","5.042","2901.82880064","139.28734042","AMEX","stocks","XASE","True","True"
"PDYN","2025-11-25 09:45:00","2025-11-26 16:00:00","18010.50017363","7.0039","19271.9375953","1261.43742166","NASDAQ","stocks","XNAS","True","True"
"AISP","2025-11-25 09:45:00","2025-11-26 16:00:00","18604.46787057","9.2814","20331.22295151","1726.75508094","NASDAQ","stocks","XNAS","True","True"
"EONR","2025-11-25 09:45:00","2025-11-26 16:00:00","18604.46787057","3.7754","19306.86095056","702.39307999","AMEX","stocks","XASE","True","True"
"LBRA","2025-11-26 09:45:00","2025-11-27 16:00:00","18639.28970568","-4.4944","17801.56546914","-837.72423653","non tradable","","","","False"
"AMZE","2025-11-26 09:45:00","2025-11-27 16:00:00","698.43320225","3.8961","725.64485825","27.21165599","AMEX","stocks","XASE","True","True"
"NUTX","2025-11-28 14:26:24","2025-12-01 16:00:00","19359.30795619","0.9114","19535.7486889","176.44073271","NASDAQ","stocks","XNAS","True","True"
"KTTA","2025-12-01 09:45:00","2025-12-02 16:00:00","19359.30795619","-5.1793","18356.63131921","-1002.67663697","NASDAQ","stocks","XNAS","True","True"
"MAIA","2025-12-01 09:45:00","2025-12-02 16:00:00","19359.30795619","-11.2782","17175.92648627","-2183.38146991","AMEX","stocks","XASE","True","True"
"COSM","2025-12-01 12:17:32","2025-12-02 16:00:00","19359.30795619","-8.2514","17761.89401949","-1597.4139367","NASDAQ","stocks","XNAS","True","True"
"PSQH","2025-12-02 09:45:00","2025-12-03 16:00:00","19403.41813937","10.5058","21441.90244225","2038.48430289","NYSE","stocks","XNYS","True","True"
"AP","2025-12-02 09:45:00","2025-12-03 16:00:00","132.33054953","7.0313","141.63510746","9.30455793","NYSE","stocks","XNYS","True","True"
"ELUT","2025-12-03 09:45:00","2025-12-04 16:00:00","18207.55012847","0.3478","18270.87598782","63.32585935","NASDAQ","stocks","XNAS","True","True"
"LFT","2025-12-03 09:45:00","2025-12-04 16:00:00","18207.55012847","-1.9608","17850.53648555","-357.01364292","NYSE","stocks","XNYS","True","True"
"ZONE","2025-12-04 09:45:00","2025-12-05 16:00:00","18719.49734367","-4.1506","17942.52588693","-776.97145675","AMEX","stocks","XASE","True","True"
"INV","2025-12-04 09:45:00","2025-12-05 16:00:00","18719.49734367","7.1357","20055.26451563","1335.76717195","NASDAQ","stocks","XNAS","True","True"
"BMEA","2025-12-05 09:45:00","2025-12-08 16:00:00","18499.23150599","8.871","20140.29833289","1641.0668269","NASDAQ","stocks","XNAS","True","True"
"LBRA","2025-12-05 09:45:00","2025-12-08 16:00:00","18646.07539778","25.6261","23424.33732529","4778.26192751","non tradable","","","","False"
"GPUS","2025-12-08 09:45:00","2025-12-09 16:00:00","18785.77432658","3.0209","19353.27378321","567.49945663","AMEX","stocks","XASE","True","True"
"GUTS","2025-12-08 09:45:00","2025-12-09 16:00:00","18785.77432658","11.165","20883.20603015","2097.43170356","NASDAQ","stocks","XNAS","True","True"
"RHEP","2025-12-09 09:45:00","2025-12-10 16:00:00","20390.60651518","3.0534","21013.21329452","622.60677933","OTC","otc","OTC Link","True","True"
"ROLR","2025-12-09 09:45:00","2025-12-10 16:00:00","20390.60651518","-6.8421","18995.46082681","-1395.14568838","AMEX","stocks","XASE","True","True"
"SVCO","2025-12-09 09:45:00","2025-12-10 16:00:00","3209.6643772","4.4776","3353.38030936","143.71593215","NASDAQ","stocks","XNAS","True","True"
"APRE","2025-12-11 09:45:00","2025-12-12 16:00:00","20899.63356101","-1.5895","20567.43388556","-332.19967545","NASDAQ","stocks","XNAS","True","True"
"ROLR","2025-12-11 09:45:00","2025-12-12 16:00:00","20899.63356101","1.6854","21251.87598505","352.24242404","AMEX","stocks","XASE","True","True"
"AIRJ","2025-12-11 09:45:00","2025-12-12 16:00:00","20899.63356101","-2.0349","20474.34691768","-425.28664333","NASDAQ","stocks","XNAS","True","True"
"FBLG","2025-12-12 09:45:00","2025-12-15 16:00:00","20899.63356101","-16.206275","17512.58147212","-3387.05208889","NASDAQ","stocks","XNAS","True","True"
"BLNK","2025-12-15 09:45:00","2025-12-16 16:00:00","20798.32258732","1.8475","21182.57159712","384.2490098","NASDAQ","stocks","XNAS","True","True"
"CJMB","2025-12-15 09:45:00","2025-12-16 16:00:00","20798.32258732","-0.5618","20681.47761103","-116.8449763","NASDAQ","stocks","XNAS","True","True"
"GPUS","2025-12-15 09:45:00","2025-12-16 16:00:00","20697.01161364","-0.1154","20673.12726223","-23.8843514","AMEX","stocks","XASE","True","True"
"RZLT","2025-12-16 09:45:00","2025-12-17 16:00:00","17512.58147212","19.6357","20951.29943224","3438.71796012","NASDAQ","stocks","XNAS","True","True"
"ELWT","2025-12-17 09:45:00","2025-12-18 16:00:00","2499.85801351","-8.4629","2288.29752968","-211.56048383","NASDAQ","stocks","XNAS","True","True"
"MRMD","2025-12-17 09:45:00","2025-12-18 16:00:00","20012.43948563","-15.2482","16960.90268798","-3051.53679765","OTC","otc","OTC Link","True","True"
"OPTT","2025-12-17 09:45:00","2025-12-18 16:00:00","20012.43948563","-0.1468","19983.06122446","-29.37826116","AMEX","stocks","XASE","True","True"
"IPSC","2025-12-17 09:45:00","2025-12-18 16:00:00","20012.43948563","14.1277","22839.73689884","2827.29741321","NASDAQ","stocks","XNAS","True","True"
"CHUC","2025-12-18 09:45:00","2025-12-19 16:00:00","20872.11897566","5.9322","22110.29481753","1238.17584187","OTC","otc","OTC Link","True","True"
"ADGM","2025-12-18 09:45:00","2025-12-19 16:00:00","79.18045658","-16.206275","66.34825404","-12.83220254","NASDAQ","stocks","XNAS","True","True"
"CJMB","2025-12-19 09:45:00","2025-12-22 16:00:00","20755.8244433","-4.7619","19767.45283914","-988.37160417","NASDAQ","stocks","XNAS","True","True"
"SCWO","2025-12-19 09:45:00","2025-12-22 16:00:00","20755.8244433","-10.552","18565.66984804","-2190.15459526","NASDAQ","stocks","XNAS","True","True"
"RNXT","2025-12-19 09:45:00","2025-12-22 16:00:00","20560.34945436","-3.8667","19765.34242201","-795.00703235","NASDAQ","stocks","XNAS","True","True"
"MNTR","2025-12-22 09:45:00","2025-12-23 16:00:00","21062.16035313","0","21062.16035313","0","OTC","otc","OTC Link","True","True"
"RNXT","2025-12-22 09:45:00","2025-12-23 16:00:00","501.81089877","-5.6995","473.2101866","-28.60071218","NASDAQ","stocks","XNAS","True","True"
"ROLR","2025-12-23 09:45:00","2025-12-24 16:00:00","20068.77704519","-0.7634","19915.57200123","-153.20504396","AMEX","stocks","XASE","True","True"
"PLX","2025-12-23 09:45:00","2025-12-24 16:00:00","20068.77704519","-4.3243","19200.94291943","-867.83412577","AMEX","stocks","XASE","True","True"
"SSGC","2025-12-24 09:45:00","2025-12-25 16:00:00","20061.62686715","1.625","20387.62830374","326.00143659","OTC","otc","OTC Link","True","True"
"AGIG","2025-12-24 09:45:00","2025-12-25 16:00:00","20047.32651106","-6.7308","18697.98105825","-1349.34545281","AMEX","stocks","XASE","True","True"
"AISP","2025-12-30 09:45:00","2025-12-31 16:00:00","19550.53107066","-11.5423","17293.95012289","-2256.58094777","NASDAQ","stocks","XNAS","True","True"
"ENTX","2025-12-30 09:45:00","2025-12-31 16:00:00","19550.53107066","7.1823","20954.70886375","1404.17779309","NASDAQ","stocks","XNAS","True","True"
"MNTR","2025-12-30 09:45:00","2025-12-31 16:00:00","19550.53107066","-6.6434","18251.71108951","-1298.81998115","OTC","otc","OTC Link","True","True"
"MYSZ","2025-12-30 10:20:50","2025-12-31 16:00:00","19550.53107066","-4.4131","18687.74658398","-862.78448668","NASDAQ","stocks","XNAS","True","True"
"RDGL","2026-01-02 11:21:21","2026-01-05 16:00:00","18797.02916503","8.1694","20332.63366564","1535.60450061","OTC","otc","OTC Link","True","True"
"ADMQ","2026-01-02 12:59:57","2026-01-05 16:00:00","18797.02916503","-7.1429","17454.3761688","-1342.65299623","OTC","otc","OTC Link","True","True"
"MNTR","2026-01-05 09:45:00","2026-01-06 16:00:00","18797.02916503","11.6625","20989.23269141","2192.20352637","OTC","otc","OTC Link","True","True"
"FBRX","2026-01-05 09:45:00","2026-01-06 16:00:00","18797.02916503","-1.3042","18551.87831066","-245.15085437","NASDAQ","stocks","XNAS","True","True"
"PMCB","2026-01-08 09:45:00","2026-01-09 16:00:00","19332.03020913","-0.6537","19205.65672765","-126.37348148","NASDAQ","stocks","XNAS","True","True"
"MNTR","2026-01-09 09:45:00","2026-01-12 16:00:00","19332.03020913","-5.3409","18299.52580769","-1032.50440144","OTC","otc","OTC Link","True","True"
"ZBIO","2026-01-12 09:45:00","2026-01-13 16:00:00","19300.43683876","14.8489","22166.33940451","2865.90256575","NASDAQ","stocks","XNAS","True","True"
"LUCY","2026-01-13 09:45:00","2026-01-14 16:00:00","19042.3107384","-7.0588","17698.152108","-1344.1586304","NASDAQ","stocks","XNAS","True","True"
"ASST","2026-01-14 09:45:00","2026-01-15 16:00:00","19758.78637984","-0.5431","19651.47641101","-107.30996883","NASDAQ","stocks","XNAS","True","True"
"COSM","2026-01-15 09:55:58","2026-01-16 16:00:00","19422.74672224","10.0966","21383.78376779","1961.03704556","NASDAQ","stocks","XNAS","True","True"
"ACRV","2026-01-16 09:45:00","2026-01-19 16:00:00","19395.91923003","2.6071","19901.59024028","505.67101025","NASDAQ","stocks","XNAS","True","True"
"LUCY","2026-01-16 09:45:00","2026-01-19 16:00:00","19395.91923003","-15.894","16313.13182761","-3082.78740242","NASDAQ","stocks","XNAS","True","True"
"AIRJ","2026-01-20 09:45:00","2026-01-21 16:00:00","19241.89939338","0.5587","19349.40388529","107.50449191","NASDAQ","stocks","XNAS","True","True"
"CABA","2026-01-22 09:45:00","2026-01-23 16:00:00","19268.77551635","9.4664","21092.83488183","1824.05936548","NASDAQ","stocks","XNAS","True","True"
"LUCY","2026-01-22 11:44:05","2026-01-23 16:00:00","19268.77551635","0","19268.77551635","0","NASDAQ","stocks","XNAS","True","True"
"MNTR","2026-01-23 09:45:00","2026-01-26 16:00:00","19268.77551635","7.0071","20618.95788556","1350.18236921","OTC","otc","OTC Link","True","True"
"COSM","2026-01-26 12:03:12","2026-01-27 16:00:00","19724.79035772","4.6377","20639.56696014","914.77660242","NASDAQ","stocks","XNAS","True","True"
"ZIVO","2026-01-29 09:45:00","2026-01-30 16:00:00","20291.03010063","0.0963","20310.57036262","19.54026199","OTC","otc","OTC Link","True","True"
"APRE","2026-02-03 09:45:00","2026-02-04 16:00:00","20295.91516613","-4.2857","19426.09312985","-869.82203627","NASDAQ","stocks","XNAS","True","True"
"VENU","2026-02-03 09:45:00","2026-02-04 16:00:00","20295.91516613","10.4167","22410.07976124","2114.16459511","AMEX","stocks","XASE","True","True"
"ZBIO","2026-02-04 09:45:00","2026-02-05 16:00:00","20295.91516613","-2.8933","19708.69345263","-587.2217135","NASDAQ","stocks","XNAS","True","True"
"FEAM","2026-02-04 09:45:00","2026-02-05 16:00:00","20295.91516613","-3.125","19661.66781719","-634.24734894","NASDAQ","stocks","XNAS","True","True"
"AASP","2026-02-05 09:45:00","2026-02-06 16:00:00","20607.00080584","0","20607.00080584","0","OTC","otc","OTC Link","True","True"
"RAL","2026-02-09 09:45:00","2026-02-10 16:00:00","20301.63354022","3.7483","21062.59967021","760.96612999","NYSE","stocks","XNYS","True","True"
"CING","2026-02-11 09:45:00","2026-02-12 16:00:00","20491.87507272","-10.7591","18287.13374177","-2204.74133095","NASDAQ","stocks","XNAS","True","True"
"COSM","2026-02-12 14:35:08","2026-02-13 16:00:00","20491.87507272","9.5143","22441.53354277","1949.65847004","NASDAQ","stocks","XNAS","True","True"
"MAT","2026-02-12 15:54:47","2026-02-13 16:00:00","20491.87507272","4.1416","21340.56657073","848.69149801","NASDAQ","stocks","XNAS","True","True"
"ONCY","2026-02-13 09:45:00","2026-02-16 16:00:00","19940.68973998","16.3571","23202.40830144","3261.71856146","NASDAQ","stocks","XNAS","True","True"
"RBBN","2026-02-13 11:23:59","2026-02-16 16:00:00","18838.31907451","-1.6787","18522.08021221","-316.2388623","NASDAQ","stocks","XNAS","True","True"
"ASST","2026-02-17 09:45:00","2026-02-18 16:00:00","21376.64715679","-0.7398","21218.50272112","-158.14443567","NASDAQ","stocks","XNAS","True","True"
"COCH","2026-02-18 09:45:00","2026-02-19 16:00:00","21376.64715679","6.5217","22770.76795441","1394.12079762","NASDAQ","stocks","XNAS","True","True"
"CHGG","2026-02-18 09:45:00","2026-02-19 16:00:00","21376.64715679","5.0556","22457.36493045","1080.71777366","NYSE","stocks","XNYS","True","True"
"CNVS","2026-02-18 09:45:00","2026-02-19 16:00:00","21376.64715679","-2.6144","20817.77609352","-558.87106327","NASDAQ","stocks","XNAS","True","True"
"ASST","2026-02-19 09:45:00","2026-02-20 16:00:00","21218.50272112","3.6236","21987.37638572","768.8736646","NASDAQ","stocks","XNAS","True","True"
"NAII","2026-02-23 09:45:00","2026-02-24 16:00:00","22008.32134103","2.6119","22583.15668613","574.83534511","NASDAQ","stocks","XNAS","True","True"
"PLYX","2026-02-23 09:45:00","2026-02-24 16:00:00","22008.32134103","-4.1096","21103.86736719","-904.45397383","NASDAQ","stocks","XNAS","True","True"
"MNTR","2026-02-24 09:45:00","2026-02-25 16:00:00","22008.32134103","0","22008.32134103","0","OTC","otc","OTC Link","True","True"
"VENU","2026-02-24 09:45:00","2026-02-25 16:00:00","22008.32134103","2.682","22598.58451939","590.26317837","AMEX","stocks","XASE","True","True"
"NAII","2026-02-25 09:45:00","2026-02-26 16:00:00","21925.91668384","-1.7794","21535.76692237","-390.14976147","NASDAQ","stocks","XNAS","True","True"
"TBI","2026-02-25 09:45:00","2026-02-26 16:00:00","21761.10736948","12.0567","24384.7788017","2623.67143222","NYSE","stocks","XNYS","True","True"
"IPWR","2026-02-26 09:45:00","2026-02-27 16:00:00","22073.48247844","-3.381","21327.17803584","-746.3044426","NASDAQ","stocks","XNAS","True","True"
"VEEE","2026-02-26 09:45:00","2026-02-27 16:00:00","22073.48247844","1.4116","22385.0717571","311.58927867","NASDAQ","stocks","XNAS","True","True"
"ALIT","2026-02-26 09:45:00","2026-02-27 16:00:00","459.94090355","3.1115","474.25196476","14.31106121","NYSE","stocks","XNYS","True","True"
